Timestamp,Acc_X,Acc_Y,Acc_Z,Latitude,Longitude
2026-05-14T10:27:08.016312,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.074035,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.132020,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.193923,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.281106,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.342439,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.405047,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.462586,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.523657,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.613460,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.675302,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:08.734599,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.794816,-0.05,-0.06,-1,51.538014,-0.002057
2026-05-14T10:27:08.855728,-0.05,-0.07,-0.99,51.538014,-0.002057
2026-05-14T10:27:08.944335,-0.05,-0.06,-1,51.538014,-0.002057
2026-05-14T10:27:09.004281,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:09.066595,-0.05,-0.06,-1,51.538014,-0.002057
2026-05-14T10:27:09.122205,-0.05,-0.06,-0.99,51.538014,-0.002057
2026-05-14T10:27:09.185328,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:09.272068,-0.05,-0.07,-0.99,51.538014,-0.002057
2026-05-14T10:27:09.331849,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:09.426922,-0.05,-0.07,-0.99,51.538014,-0.002057
2026-05-14T10:27:09.456916,-0.05,-0.07,-1,51.538014,-0.002057
2026-05-14T10:27:09.511944,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:09.635787,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:09.661308,-0.05,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:09.723438,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:09.783942,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:09.844642,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:09.932884,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:09.991114,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.054786,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.146481,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.172056,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.262550,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.321903,-0.05,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:10.383909,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.441825,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.505351,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.595391,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.653463,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.715095,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.774528,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:10.832371,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.925490,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:10.983681,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.044458,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.104169,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:11.163679,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.255006,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.317068,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.372673,-0.05,-0.06,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.435597,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.493478,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.587934,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.642351,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.704112,-0.05,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.763147,-0.02,-0.11,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:11.824196,-0.03,-0.08,-1,51.5380233,-0.0021679
2026-05-14T10:27:11.916813,-0.05,-0.06,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:11.971805,-0.04,-0.07,-1.01,51.5380233,-0.0021679
2026-05-14T10:27:12.031947,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:12.096403,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.215958,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.240083,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:12.302288,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.359745,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:12.421170,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:12.482315,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:12.575046,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.635359,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.692219,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.754408,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.813673,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.905765,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:12.963966,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.024901,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.081916,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.174585,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.232948,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:13.293351,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.353862,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.412791,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.475133,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.563794,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.625675,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.683457,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.747219,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.805641,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:13.894680,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:13.954172,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.014561,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.076106,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.131872,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.220954,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.281266,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.341558,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.401683,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.463282,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.551363,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.672833,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.673488,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.731766,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.791263,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:14.881705,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:14.971304,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:15.000786,-0.04,-0.07,-0.99,51.5380233,-0.0021679
2026-05-14T10:27:15.062106,-0.04,-0.07,-1,51.5380233,-0.0021679
2026-05-14T10:27:15.122188,-0.04,-0.07,-0.99,51.5380233,-0.0021679
