Timestamp,Acc_X,Acc_Y,Acc_Z,Latitude,Longitude
2026-06-01T10:48:25.878485,+0.06,+0.12,-1.01,51.5364383,-0.012421
2026-06-01T10:48:25.939408,+0.01,+0.11,-1.01,51.5364383,-0.012421
2026-06-01T10:48:26.027920,+0.02,+0.07,-1.01,51.5364383,-0.012421
2026-06-01T10:48:26.088694,+0.02,+0.10,-1.00,51.5364383,-0.012421
2026-06-01T10:48:26.150596,+0.03,+0.05,-1.00,51.5364383,-0.012421
2026-06-01T10:48:26.208828,+0.05,+0.08,-1.00,51.5364383,-0.012421
2026-06-01T10:48:26.271787,+0.04,+0.05,-1.00,51.5364383,-0.012421
2026-06-01T10:48:26.359315,+0.05,+0.08,-1.01,51.5364142,-0.0124343
2026-06-01T10:48:26.419263,+0.03,+0.06,-0.99,51.5364142,-0.0124343
2026-06-01T10:48:26.479132,+0.00,+0.09,-1.01,51.5364142,-0.0124343
2026-06-01T10:48:26.540116,-0.02,+0.11,-1.02,51.5364142,-0.0124343
2026-06-01T10:48:26.600596,+0.05,+0.05,-1.01,51.5364142,-0.0124343
2026-06-01T10:48:26.689680,+0.00,+0.08,-0.99,51.5364142,-0.0124343
2026-06-01T10:48:26.749768,+0.01,+0.10,-1.00,51.5364142,-0.0124343
2026-06-01T10:48:26.810391,-0.01,+0.10,-1.02,51.5364142,-0.0124343
2026-06-01T10:48:26.871047,+0.00,+0.07,-1.02,51.5364142,-0.0124343
2026-06-01T10:48:26.932335,+0.02,+0.07,-1.00,51.5364142,-0.0124343
2026-06-01T10:48:27.019255,+0.06,+0.08,-0.99,51.5364142,-0.0124343
2026-06-01T10:48:27.079374,+0.06,+0.07,-1.00,51.5364142,-0.0124343
2026-06-01T10:48:27.139509,+0.02,+0.09,-1.00,51.5364142,-0.0124343
2026-06-01T10:48:27.200447,+0.00,+0.10,-1.00,51.5364142,-0.0124343
2026-06-01T10:48:27.290550,+0.00,+0.12,-1.01,51.5364142,-0.0124343
2026-06-01T10:48:27.349574,-0.00,+0.09,-1.00,51.5364127,-0.012428
2026-06-01T10:48:27.408122,+0.06,+0.08,-1.02,51.5364127,-0.012428
2026-06-01T10:48:27.468813,-0.00,+0.12,-1.02,51.5364127,-0.012428
2026-06-01T10:48:27.558055,+0.01,+0.04,-1.01,51.5364127,-0.012428
2026-06-01T10:48:27.619343,+0.02,+0.03,-0.98,51.5364127,-0.012428
