Timestamp,Acc_X,Acc_Y,Acc_Z,Latitude,Longitude
2026-06-01T10:55:35.348539,-0.08,0.28,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.407906,-0.1,0.23,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.500797,-0.07,0.24,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.558281,-0.09,0.26,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.619209,-0.11,0.23,-0.96,51.5363052,-0.012272
2026-06-01T10:55:35.679050,-0.09,0.21,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.740443,-0.06,0.22,-0.98,51.5363052,-0.012272
2026-06-01T10:55:35.827068,-0.09,0.23,-0.97,51.5363052,-0.012272
2026-06-01T10:55:35.887485,-0.1,0.22,-0.97,51.5363052,-0.012272
2026-06-01T10:55:35.950473,-0.08,0.25,-0.98,51.5363052,-0.012272
2026-06-01T10:55:36.011215,-0.11,0.26,-0.99,51.5363052,-0.012272
2026-06-01T10:55:36.070296,-0.1,0.3,-1,51.5363052,-0.012272
2026-06-01T10:55:36.160961,-0.09,0.25,-0.96,51.5363052,-0.012272
2026-06-01T10:55:36.218646,-0.09,0.23,-0.97,51.5363052,-0.012272
2026-06-01T10:55:36.278559,-0.11,0.21,-0.98,51.5363052,-0.012272
2026-06-01T10:55:36.337272,-0.12,0.21,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.401052,-0.13,0.19,-0.99,51.5363058,-0.0122687
2026-06-01T10:55:36.488196,-0.1,0.22,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.578538,-0.11,0.23,-0.97,51.5363058,-0.0122687
2026-06-01T10:55:36.607630,-0.11,0.21,-0.99,51.5363058,-0.0122687
2026-06-01T10:55:36.668726,-0.1,0.21,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.759997,-0.1,0.23,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.822717,-0.09,0.23,-0.99,51.5363058,-0.0122687
2026-06-01T10:55:36.876686,-0.08,0.24,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.936577,-0.08,0.24,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:36.999315,-0.08,0.23,-0.97,51.5363058,-0.0122687
2026-06-01T10:55:37.090039,-0.08,0.25,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:37.147397,-0.05,0.27,-0.98,51.5363058,-0.0122687
2026-06-01T10:55:37.207483,-0.04,0.28,-0.97,51.5363058,-0.0122687
