Timestamp,Acc_X,Acc_Y,Acc_Z,Latitude,Longitude
2026-06-18T10:44:43.960211,+0.13,-0.15,-0.99,51.5386126,-0.0102607
2026-06-18T10:44:44.050100,+0.13,-0.18,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.107833,+0.12,-0.18,-0.97,51.5386126,-0.0102607
2026-06-18T10:44:44.167540,+0.11,-0.17,-0.97,51.5386126,-0.0102607
2026-06-18T10:44:44.226691,+0.10,-0.17,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.288977,+0.11,-0.16,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.388479,+0.13,-0.17,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.438418,+0.15,-0.18,-0.97,51.5386126,-0.0102607
2026-06-18T10:44:44.501859,+0.13,-0.18,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.558547,+0.11,-0.18,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.615386,+0.11,-0.18,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.705509,+0.15,-0.13,-0.98,51.5386126,-0.0102607
2026-06-18T10:44:44.766546,+0.16,-0.11,-0.99,51.5386126,-0.0102607
2026-06-18T10:44:44.827061,+0.11,-0.16,-0.98,51.5386113,-0.0102592
2026-06-18T10:44:44.889535,+0.09,-0.19,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:44.947663,+0.11,-0.19,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.036572,+0.11,-0.19,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.097869,+0.10,-0.20,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.157775,+0.13,-0.18,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.222661,+0.14,-0.16,-0.98,51.5386113,-0.0102592
2026-06-18T10:44:45.278783,+0.13,-0.16,-0.98,51.5386113,-0.0102592
2026-06-18T10:44:45.367773,+0.11,-0.17,-0.98,51.5386113,-0.0102592
2026-06-18T10:44:45.427580,+0.11,-0.17,-0.98,51.5386113,-0.0102592
2026-06-18T10:44:45.488685,+0.13,-0.17,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.550115,+0.12,-0.18,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.608964,+0.10,-0.18,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.698060,+0.10,-0.18,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.757691,+0.10,-0.18,-0.97,51.5386113,-0.0102592
2026-06-18T10:44:45.825024,+0.11,-0.18,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:45.877771,+0.11,-0.18,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:45.967192,+0.11,-0.17,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:46.055741,+0.11,-0.17,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:46.087293,+0.11,-0.17,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:46.177958,+0.12,-0.16,-0.98,51.5386114,-0.0102553
2026-06-18T10:44:46.237316,+0.12,-0.15,-0.98,51.5386114,-0.0102553
